city,region,type_of_unite,in_compound,owner_type,area,rooms,bathrooms,floor_number,elevator,finish_status,year_of_building,views,has_reviews,payment_method,price_per_meter,price,area_category,floor_category,building_category
Greater Cairo,مدينتي - بي 7,Apartment,False,Real Estate Marketer,82,2,1,4,False,Super Luxury,2025,Garden,False,Cash,46341,3800000,Medium,mid,new
Greater Cairo,نيوم بيراميدز - المطورون العرب,Duplex,True,Real Estate Marketer,164,3,3,3,False,Semi-Finished,2022,Main Street,False,Cash,23171,3800000,X-Large,low,new
Greater Cairo,حدائق المهندسين,Apartment,False,Real Estate Marketer,157,2,2,4,True,Super Luxury,2022,Main Street,False,Cash,30573,4800000,Large,mid,new
Greater Cairo,كمبوند لازوردي,Apartment,True,Real Estate Marketer,241,3,2,4,False,Semi-Finished,2023,Main Street,True,Cash or Installment,21992,5300000,X-Large,mid,new
Greater Cairo,كمبوند سكاي فيو - اعمار,Apartment,True,Real Estate Marketer,145,3,2,2,False,Semi-Finished,2025,Garden,False,Cash or Installment,28000,4060000,Large,low,new
Greater Cairo,كمبوند المعمورة,Apartment,True,Real Estate Marketer,165,3,2,5,True,Extra Super Luxury,2021,Main Street,False,Cash,25455,4200000,X-Large,mid,new
Greater Cairo,Village West Compound - Dorra,Apartment,True,Real Estate Marketer,89,1,1,0,False,Extra Super Luxury,2027,Garden,False,Cash or Installment,62562,5568000,Medium,ground,new
Greater Cairo,كمبوند ادريس هوم 2 - أركان,Apartment,True,Real Estate Marketer,158,3,3,2,False,Semi-Finished,2027,Main Street,False,Cash or Installment,29000,4582000,Large,low,new
Greater Cairo,Al Andalus 1,Apartment,False,Real Estate Marketer,169,3,2,4,False,Semi-Finished,2019,Main Street,False,Cash,22485,3800000,X-Large,mid,new
Greater Cairo,كمبوند ذا بترفلاي - مدينة مصر,Apartment,True,Real Estate Marketer,215,2,2,1,False,Unfinished,2029,Garden,False,Cash,17907,3850000,X-Large,low,new
Greater Cairo,Bloomfields Compound - Tatweer Misr,Studio,True,Developer,76,1,1,6,False,Semi-Finished,2027,Main Street,False,Cash or Installment,60579,4604000,Small,mid,new
Greater Cairo,كمبوند روضة الازهر,Apartment,True,Developer,200,3,2,1,False,Super Luxury,2019,Main Street,False,Cash,26000,5200000,X-Large,low,new
Alexandria,شارع الجيش,Apartment,False,Real Estate Marketer,140,2,2,11,True,Unfinished,2024,Sea,True,Cash,42857,6000000,Large,high,new
Greater Cairo,Vida Residence - Kayan,Apartment,True,Real Estate Marketer,190,4,3,2,False,Semi-Finished,2028,Lake,False,Cash or Installment,30000,5700000,X-Large,low,new
Greater Cairo,كمبوند زيزينيا المستقبل - أرضك,Apartment,True,Real Estate Marketer,176,3,2,4,False,Semi-Finished,2025,Garden,False,Cash or Installment,22727,4000000,X-Large,mid,new
Greater Cairo,كمبوند سكاي فيو - اعمار,Apartment,True,Real Estate Marketer,150,3,2,2,False,Semi-Finished,2025,Swimming Pool,False,Cash or Installment,29000,4350000,Large,low,new
Greater Cairo,الحصري,Apartment,False,Real Estate Marketer,203,3,2,3,True,Super Luxury,2020,Main Street,False,Cash,20690,4200000,X-Large,low,new
Greater Cairo,شارع الشهيد محمد عبد اللطيف الشيمي,Apartment,False,Real Estate Marketer,170,3,2,2,True,Extra Super Luxury,2024,Garden,False,Cash,34118,5800000,X-Large,low,new
Greater Cairo,Bloomfields Compound - Tatweer Misr,Studio,True,Developer,76,1,1,6,False,Semi-Finished,2027,Main Street,False,Cash or Installment,59316,4508000,Small,mid,new
Greater Cairo,المجاورة الأولى,Apartment,True,Real Estate Marketer,210,3,2,4,True,Extra Super Luxury,2019,Main Street,False,Cash or Installment,24524,5150000,X-Large,mid,new
Greater Cairo,Bloomfields Compound - Tatweer Misr,Studio,True,Developer,74,1,1,0,False,Semi-Finished,2027,Garden,False,Cash or Installment,62689,4639000,Small,ground,new
Greater Cairo,Vida Residence - Kayan,Duplex,True,Real Estate Marketer,170,3,3,0,False,Semi-Finished,2028,Lake,False,Cash or Installment,30588,5200000,X-Large,ground,new
Greater Cairo,كمبوند طيبه جاردنز - الوطنية,Apartment,True,Real Estate Marketer,170,3,2,3,True,Super Luxury,2019,Main Street,True,Cash,28529,4850000,X-Large,low,new
Greater Cairo,تاج سلطان - كمبوند تاج سيتي,Apartment,True,Real Estate Marketer,114,2,1,6,False,Semi-Finished,2028,Garden,False,Cash,37281,4250000,Medium,mid,new
Greater Cairo,شارع السفارات,Apartment,False,Real Estate Marketer,180,3,2,9,True,Super Luxury,2013,Corner,False,Cash,23889,4300000,X-Large,high,medium
Greater Cairo,هيفين بلازا مول - اركوم,Apartment,True,Developer,150,3,2,2,False,Unfinished,2024,Garden,True,Cash or Installment,30000,4500000,Large,low,new
Alexandria,طريق الجيش,Apartment,False,Real Estate Marketer,142,3,2,8,True,Super Luxury,2014,Sea,False,Cash,30282,4300000,Large,high,medium
Greater Cairo,منتجع النخيل,Apartment,True,Developer,175,3,2,0,False,Super Luxury,2019,Garden,True,Cash,31429,5500000,X-Large,ground,new
Greater Cairo,كمبوند جراندا لايف - ايجي جاب,Apartment,True,Real Estate Marketer,152,3,2,2,True,Unfinished,2025,Garden,False,Cash or Installment,33224,5050000,Large,low,new
Greater Cairo,Vida Residence - Kayan,Apartment,True,Real Estate Marketer,151,3,3,0,False,Semi-Finished,2028,Lake,False,Installment,33113,5000000,Large,ground,new
Greater Cairo,دار مصر القرنفل,Apartment,False,Developer,140,3,3,1,False,Super Luxury,2017,Garden,False,Cash,33929,4750000,Large,low,new
Greater Cairo,Vida Residence - Kayan,Apartment,True,Real Estate Marketer,161,3,3,4,False,Semi-Finished,2028,Garden,False,Cash or Installment,30000,4830000,X-Large,mid,new
Greater Cairo,كمبوند المعمورة,Apartment,True,Real Estate Marketer,155,3,2,2,False,Extra Super Luxury,2020,Main Street,False,Cash,28065,4350000,Large,low,new
Greater Cairo,Vida Residence - Kayan,Apartment,False,Real Estate Marketer,132,3,3,2,False,Semi-Finished,2028,Garden,False,Cash or Installment,30000,3960000,Large,low,new
Greater Cairo,Bloomfields Compound - Tatweer Misr,Apartment,True,Real Estate Marketer,156,3,2,2,False,Semi-Finished,2022,Garden,False,Cash,29808,4650000,Large,low,new
Greater Cairo,Idris Home Compound - Arkan,Apartment,True,Real Estate Marketer,198,3,3,3,False,Semi-Finished,2028,Main Street,False,Cash or Installment,29000,5742000,X-Large,low,new
Greater Cairo,كمبوند جراند سيزر - ثقة,Apartment,True,Real Estate Marketer,200,3,2,4,True,Semi-Finished,2018,Main Street,False,Cash,28000,5600000,X-Large,mid,new
Greater Cairo,كمبوند روح زايد - الأماكن,Apartment,True,Developer,107,2,2,2,False,Unfinished,2024,Garden,True,Cash or Installment,41108,4398503,Medium,low,new
Greater Cairo,المنطقه الثانيه عشر عمارات,Apartment,False,Real Estate Marketer,78,2,1,2,False,Super Luxury,2025,Garden,False,Cash,63462,4950000,Small,low,new
Greater Cairo,ذا مديان ريزيدنس - إيجي جاب,Apartment,True,Real Estate Marketer,78,1,1,3,False,Semi-Finished,2029,Garden,True,Cash or Installment,66782,5209000,Small,low,new
North Coast,لاتين سيتي - سيتي ايدج,Apartment,False,Real Estate Marketer,193,3,3,2,False,Extra Super Luxury,2025,Sea,False,Installment,22953,4430000,X-Large,low,new
Greater Cairo,شارع عبد الحميد بدوي,Apartment,False,Real Estate Marketer,135,2,2,10,True,Extra Super Luxury,2009,Main Street,True,Cash,37037,5000000,Large,high,medium
Alexandria,شارع عبد الخالق ثروت,Apartment,False,Real Estate Marketer,150,4,2,3,True,Super Luxury,1984,Main Street,True,Cash,31667,4750000,Large,low,old
Greater Cairo,كمبوند فيا - ايجلز,Apartment,True,Real Estate Marketer,110,2,1,0,False,Semi-Finished,2028,Garden,False,Cash or Installment,49411,5435199,Medium,ground,new
Greater Cairo,جنة 1,Apartment,False,Real Estate Marketer,115,2,2,0,False,Extra Super Luxury,2025,Garden,False,Cash,44348,5100000,Medium,ground,new
Greater Cairo,الحي الثالث,Apartment,False,Real Estate Marketer,200,4,3,1,True,Semi-Finished,2024,Main Street,False,Installment,21500,4300000,X-Large,low,new
Greater Cairo,الأندلس 2,Apartment,False,Real Estate Marketer,175,3,2,3,False,Semi-Finished,2025,Main Street,False,Cash or Installment,26571,4650000,X-Large,low,new
Greater Cairo,هيفين بلازا مول - اركوم,Apartment,True,Developer,135,3,2,2,False,Unfinished,2024,Garden,True,Cash or Installment,38333,5175000,Large,low,new
North Coast,لاتين سيتي - سيتي ايدج,Apartment,False,Real Estate Marketer,205,4,4,2,False,Extra Super Luxury,2025,Sea,False,Installment,23024,4720000,X-Large,low,new
Greater Cairo,كمبوند فيا - ايجلز,Apartment,True,Real Estate Marketer,90,2,1,0,False,Semi-Finished,2028,Garden,True,Cash or Installment,45896,4130595,Medium,ground,new
North Coast,لاتين سيتي - سيتي ايدج,Apartment,False,Real Estate Marketer,187,3,1,1,False,Extra Super Luxury,2025,Sea,False,Installment,23636,4420000,X-Large,low,new
North Coast,لاتين سيتي - سيتي ايدج,Apartment,False,Real Estate Marketer,214,4,4,2,False,Extra Super Luxury,2025,Sea,False,Installment,21495,4600000,X-Large,low,new
Greater Cairo,النرجس الجديدة,Apartment,False,Real Estate Marketer,170,3,2,2,False,Semi-Finished,2025,Side Street,False,Cash or Installment,31176,5300000,X-Large,low,new
Greater Cairo,كمبوند جراند سيزر - ثقة,Apartment,True,Real Estate Marketer,200,3,2,4,False,Semi-Finished,2025,Side Street,False,Cash,27500,5500000,X-Large,mid,new
Greater Cairo,كمبوند ادريس هوم 2 - أركان,Apartment,True,Real Estate Marketer,133,3,3,2,True,Semi-Finished,2027,Plaza,False,Cash or Installment,29000,3857000,Large,low,new
Greater Cairo,المربع الذهبي,Apartment,False,Real Estate Marketer,130,3,2,2,True,Semi-Finished,2028,Swimming Pool,True,Installment,29000,3770000,Large,low,new
Greater Cairo,Al Andalus 1,Apartment,False,Real Estate Marketer,155,3,2,2,False,Semi-Finished,2025,Main Street,False,Cash,28065,4350000,Large,low,new
Greater Cairo,Idris Home Compound - Arkan,Apartment,True,Real Estate Marketer,158,3,3,3,False,Semi-Finished,2027,Main Street,True,Cash or Installment,29000,4582000,Large,low,new
Greater Cairo,كمبوند بالتجمع الخامس,Apartment,True,Real Estate Marketer,192,3,2,2,True,Extra Super Luxury,2022,Main Street,False,Cash,29688,5700000,X-Large,low,new
Greater Cairo,كمبوند بالتجمع الخامس,Apartment,True,Real Estate Marketer,192,3,2,2,True,Extra Super Luxury,2020,Main Street,False,Cash,29688,5700000,X-Large,low,new
Greater Cairo,لاجون بيتش بارك - كمبوند ماونتن فيو أي سيتي\t,Apartment,True,Real Estate Marketer,125,2,2,2,False,Unfinished,2026,Lake,False,Installment,42400,5300000,Large,low,new
Greater Cairo,النرجس الجديدة,Apartment,False,Real Estate Marketer,160,3,2,2,False,Semi-Finished,2025,Side Street,False,Cash or Installment,34688,5550000,Large,low,new
Greater Cairo,جيران ريزيدنس - ايه بلس,Apartment,False,Real Estate Marketer,139,3,3,3,True,Semi-Finished,2028,Swimming Pool,False,Installment,30014,4172005,Large,low,new
Greater Cairo,Idris Home Compound - Arkan,Apartment,True,Real Estate Marketer,158,3,3,2,False,Semi-Finished,2027,Main Street,False,Cash or Installment,29000,4582000,Large,low,new
Greater Cairo,لاجون بيتش بارك - كمبوند ماونتن فيو أي سيتي\t,Apartment,True,Real Estate Marketer,125,2,1,2,False,Unfinished,2026,Garden,False,Installment,41648,5206000,Large,low,new
Greater Cairo,ابو الهول 3,Apartment,False,Real Estate Marketer,230,3,3,1,True,Extra Super Luxury,2025,Garden,False,Cash,21304,4900000,X-Large,low,new
Greater Cairo,Idris Home Compound - Arkan,Apartment,True,Real Estate Marketer,158,3,2,2,False,Semi-Finished,2027,Main Street,False,Cash or Installment,29000,4582000,Large,low,new
Greater Cairo,الأندلس 2,Apartment,False,Real Estate Marketer,195,3,3,2,True,Semi-Finished,2025,Side Street,False,Cash,20513,4000000,X-Large,low,new
Greater Cairo,طريق احمد زويل,Apartment,True,Real Estate Marketer,198,3,3,2,False,Semi-Finished,2028,Main Street,False,Cash or Installment,29000,5742000,X-Large,low,new
Greater Cairo,شارع هشام لبيب,Apartment,False,Real Estate Marketer,230,3,2,10,True,Super Luxury,2025,Side Street,False,Cash,20217,4650000,X-Large,high,new
Greater Cairo,كمبوند زيزينيا المستقبل - أرضك,Apartment,True,Real Estate Marketer,95,1,1,1,False,Unfinished,2025,Garden,False,Cash or Installment,51300,4873500,Medium,low,new
Greater Cairo,النرجس الجديدة,Apartment,False,Real Estate Marketer,180,3,3,4,True,Semi-Finished,2025,Main Street,False,Installment,25000,4500000,X-Large,mid,new
Greater Cairo,زد تاور - كمبوند زيد الشيخ زايد,Studio,True,Real Estate Marketer,68,1,1,0,False,Extra Super Luxury,2027,Garden,True,Installment,78954,5368894,Small,ground,new
Greater Cairo,شارع زهراء المعادي,Apartment,False,Real Estate Marketer,150,3,2,7,False,Semi-Finished,2025,Main Street,False,Installment,25500,3825000,Large,mid,new
Greater Cairo,كمبوند بيلفا - الكرنك,Apartment,True,Real Estate Marketer,84,1,1,3,False,Unfinished,2028,Garden,True,Cash or Installment,47619,4000000,Medium,low,new
Greater Cairo,كمبوند بارك لين - العتال,Apartment,True,Real Estate Marketer,105,2,2,7,False,Unfinished,2025,Main Street,False,Cash or Installment,53943,5664000,Medium,mid,new
Alexandria,شارع سيدي جابر,Apartment,False,Real Estate Marketer,130,3,2,6,True,Super Luxury,2013,Main Street,False,Cash,33077,4300000,Large,mid,medium
Greater Cairo,شارع الصحابة الكرام,Apartment,False,Real Estate Marketer,180,3,2,9,True,Super Luxury,2003,Side Street,True,Cash,23889,4300000,X-Large,high,medium
Greater Cairo,كمبوند مروج - دار المغربي,Apartment,True,Real Estate Marketer,162,3,2,2,True,Super Luxury,2024,Main Street,False,Cash,35802,5800000,X-Large,low,new
Greater Cairo,تاج سلطان - كمبوند تاج سيتي,Apartment,True,Real Estate Marketer,123,2,2,0,False,Semi-Finished,2025,Garden,True,Cash,47967,5900000,Large,ground,new
Greater Cairo,كمبوند بيلفا - الكرنك,Apartment,True,Real Estate Marketer,84,1,1,2,False,Unfinished,2028,Garden,False,Cash or Installment,47619,4000000,Medium,low,new
Greater Cairo,شارع عمر لطفي,Apartment,False,Real Estate Marketer,260,3,2,10,True,Super Luxury,1995,Main Street,True,Cash,19231,5000000,X-Large,high,old
Greater Cairo,نيوم بيراميدز - المطورون العرب,Apartment,True,Real Estate Marketer,171,2,2,0,False,Semi-Finished,2022,Main Street,False,Cash,24269,4150000,X-Large,ground,new
Greater Cairo,تاج سلطان - كمبوند تاج سيتي,Apartment,True,Real Estate Marketer,109,2,1,2,False,Semi-Finished,2025,Garden,False,Cash or Installment,49083,5350000,Medium,low,new
Greater Cairo,المنطقة الأولى,Apartment,False,Real Estate Marketer,220,3,3,4,False,Super Luxury,2000,Main Street,False,Cash,25000,5500000,X-Large,mid,medium
Greater Cairo,كمبوند جاردن هيلز -  المصرية العربية للانشائات,Apartment,True,Real Estate Marketer,200,3,2,1,False,Semi-Finished,2019,Main Street,False,Cash,19250,3850000,X-Large,low,new
Greater Cairo,شارع دكتور حسن الشريف,Apartment,False,Real Estate Marketer,200,3,2,6,False,Super Luxury,2025,Main Street,True,Cash,22500,4500000,X-Large,mid,new
Greater Cairo,واترسايد - كمبوند جاردن ليكس,Apartment,True,Real Estate Marketer,69,1,2,3,False,Unfinished,2026,Garden,True,Cash or Installment,56063,3868320,Small,low,new
Greater Cairo,Elan - Sarai Compound,Apartment,True,Real Estate Marketer,78,1,1,0,False,Semi-Finished,2028,Garden,False,Cash or Installment,73571,5738517,Small,ground,new
Greater Cairo,Idris Home Compound - Arkan,Apartment,True,Real Estate Marketer,145,3,3,0,True,Unfinished,2028,Swimming Pool,False,Cash or Installment,33500,4857500,Large,ground,new
Greater Cairo,كمبوند ابارتمورا - المنصور,Apartment,True,Real Estate Marketer,119,3,2,2,False,Semi-Finished,2027,Side Street,True,Installment,34874,4150000,Medium,low,new
Greater Cairo,كمبوند زيزينيا المستقبل - أرضك,Apartment,True,Real Estate Marketer,144,2,2,1,False,Semi-Finished,2025,Main Street,False,Installment,38760,5581440,Large,low,new
Alexandria,سكاي لاين ريزيدنس - العروبة,Apartment,False,Developer,87,2,1,2,False,Unfinished,2025,Main Street,False,Cash or Installment,57471,5000000,Medium,low,new
Greater Cairo,كمبوند ذا مورنينجز - الاهلي صبور,Studio,True,Developer,66,1,1,0,False,Extra Super Luxury,2028,Main Street,False,Cash or Installment,89758,5924000,Small,ground,new
Greater Cairo,كمبوند البارون سيتي - الشرقيون,Apartment,True,Real Estate Marketer,183,3,3,6,True,Semi-Finished,2020,Garden,False,Cash,22678,4150000,X-Large,mid,new
Greater Cairo,مربع الوزراء,Apartment,False,Real Estate Marketer,150,3,2,1,False,Extra Super Luxury,2008,Main Street,True,Cash,36667,5500000,Large,low,medium
Greater Cairo,المنطقة التاسعة,Apartment,False,Real Estate Marketer,150,3,2,2,False,Extra Super Luxury,2025,Garden,False,Cash,33333,5000000,Large,low,new
Greater Cairo,Vida Residence - Kayan,Apartment,True,Real Estate Marketer,170,2,2,2,False,Semi-Finished,2027,Garden,False,Installment,29000,4930000,X-Large,low,new
Greater Cairo,الأندلس 2,Apartment,False,Real Estate Marketer,206,3,3,4,True,Semi-Finished,2024,Side Street,False,Installment,21845,4500000,X-Large,mid,new
Alexandria,شارع أبو قير,Apartment,False,Real Estate Marketer,115,3,1,17,True,Super Luxury,2014,Main Street,False,Cash,36522,4200000,Medium,top_floor,medium
Greater Cairo,كمبوند ألكا - السعودية الأمريكية,Apartment,True,Real Estate Marketer,134,2,2,1,False,Semi-Finished,2027,Garden,False,Cash or Installment,44030,5900000,Large,low,new
Greater Cairo,كمبوند ذا مورنينجز - الاهلي صبور,Studio,True,Developer,57,1,1,1,False,Extra Super Luxury,2028,Main Street,False,Cash or Installment,93193,5312000,Small,low,new
Greater Cairo,شارع مصطفى النحاس,Apartment,False,Real Estate Marketer,170,3,2,9,True,Extra Super Luxury,2014,Main Street,False,Installment,33529,5700000,X-Large,high,medium
Greater Cairo,كمبوند ألكا - السعودية الأمريكية,Apartment,True,Real Estate Marketer,95,1,1,0,False,Semi-Finished,2027,Garden,True,Cash or Installment,53474,5080000,Medium,ground,new
North Coast,منتجع جلي - ثراء,Studio,False,Real Estate Marketer,50,1,1,2,False,Super Luxury,2029,Sea,True,Cash or Installment,75448,3772400,Small,low,new
Greater Cairo,شارع عمر لطفي,Apartment,False,Real Estate Marketer,230,3,2,7,False,Super Luxury,2025,Main Street,True,Cash,19565,4500000,X-Large,mid,new
Greater Cairo,كمبوند المعمورة,Apartment,True,Real Estate Marketer,144,3,1,0,True,Super Luxury,2019,Main Street,True,Cash,32812,4725000,Large,ground,new
Greater Cairo,كمبوند ادريس هوم 2 - أركان,Apartment,True,Real Estate Marketer,133,3,2,2,False,Unfinished,2028,Garden,False,Cash or Installment,29000,3857000,Large,low,new
Greater Cairo,كمبوند ادريس هوم 2 - أركان,Apartment,True,Real Estate Marketer,145,3,3,2,False,Semi-Finished,2027,Plaza,False,Cash or Installment,30500,4422500,Large,low,new
Greater Cairo,الحي الثالث,Apartment,False,Real Estate Marketer,145,3,2,3,True,Semi-Finished,2025,Garden,False,Installment,33793,4900000,Large,low,new
Greater Cairo,Village West Compound - Dorra,Studio,True,Real Estate Marketer,89,1,1,1,False,Extra Super Luxury,2027,Garden,False,Installment,62562,5568000,Medium,low,new
Greater Cairo,كلوب بارك - كمبوند ماونتن فيو أي سيتي,Apartment,True,Real Estate Marketer,125,2,2,1,False,Semi-Finished,2025,Garden,True,Cash,40000,5000000,Large,low,new
Alexandria,شارع بورسعيد,Apartment,False,Real Estate Marketer,170,3,2,15,True,Super Luxury,2015,Side Street,False,Cash,28824,4900000,X-Large,top_floor,medium
Greater Cairo,كمبوند في طريق اسكندرية الصحراوي,Apartment,True,Real Estate Marketer,84,1,1,1,False,Semi-Finished,2028,Garden,False,Installment,45238,3800000,Medium,low,new
Greater Cairo,كمبوند فيا - ايجلز,Apartment,True,Real Estate Marketer,94,2,1,2,False,Semi-Finished,2028,Garden,False,Cash or Installment,50421,4739597,Medium,low,new
Greater Cairo,شارع الشباب,Apartment,False,Real Estate Marketer,195,3,2,5,True,Luxury,2019,Main Street,True,Cash,19744,3850000,X-Large,mid,new
Greater Cairo,كمبوند ادريس هوم 2 - أركان,Apartment,True,Real Estate Marketer,125,3,3,0,False,Semi-Finished,2027,Garden,False,Cash or Installment,34100,4262500,Large,ground,new
Hurghada,منتجع مجاويش,Apartment,False,Real Estate Marketer,93,2,1,1,False,Super Luxury,2026,Swimming Pool,False,Cash or Installment,63516,5907000,Medium,low,new
Greater Cairo,كمبوند فيا - ايجلز,Apartment,True,Real Estate Marketer,131,3,2,2,False,Semi-Finished,2028,Garden,False,Cash or Installment,45770,5995863,Large,low,new
Greater Cairo,الخمائل,Apartment,True,Real Estate Marketer,153,3,3,1,False,Extra Super Luxury,2019,Main Street,False,Cash,27451,4200000,Large,low,new
Greater Cairo,ويست فيو ريزيدنس - اتش دي بي,Apartment,False,Real Estate Marketer,100,2,1,2,False,Extra Super Luxury,2026,Garden,False,Installment,58000,5800000,Medium,low,new
Greater Cairo,شارع 2,Apartment,False,Real Estate Marketer,250,3,3,3,True,Extra Super Luxury,2024,Main Street,True,Cash,22000,5500000,X-Large,low,new
Greater Cairo,Al Andalus 1,Apartment,False,Real Estate Marketer,200,3,2,1,True,Super Luxury,2018,Main Street,False,Cash,24500,4900000,X-Large,low,new
Greater Cairo,روفان سيتي - ايجي بلان,Apartment,True,Real Estate Marketer,105,2,1,1,False,Semi-Finished,2028,Main Street,True,Cash or Installment,50952,5350000,Medium,low,new
Alexandria,شارع شعرواي,Apartment,False,Real Estate Marketer,155,3,2,7,False,Super Luxury,2009,Main Street,True,Cash,30968,4800000,Large,mid,medium
Greater Cairo,مدينه الصحفيين,Apartment,True,Real Estate Marketer,120,3,2,2,False,Super Luxury,2010,Main Street,False,Cash,35000,4200000,Medium,low,medium
Greater Cairo,مجموعة 103,Apartment,False,Real Estate Marketer,116,3,2,5,False,Super Luxury,2017,Main Street,True,Cash,45690,5300000,Medium,mid,new
Hurghada,منتجع فلورنزا خمسين - ايه اي تي سي,Apartment,False,Real Estate Marketer,92,1,1,4,False,Super Luxury,2025,Swimming Pool,False,Cash or Installment,48107,4425873,Medium,mid,new
Greater Cairo,جنة 2,Apartment,False,Real Estate Marketer,140,3,2,1,False,Extra Super Luxury,2025,Garden,False,Cash,39286,5500000,Large,low,new
Hurghada,منتجع ميراج باي,Apartment,False,Real Estate Marketer,95,1,1,2,False,Extra Super Luxury,2024,Swimming Pool,False,Cash,58326,5541000,Medium,low,new
Greater Cairo,شارع محمد صبري ابو علم,Apartment,False,Real Estate Marketer,151,3,1,1,True,Luxury,2015,Main Street,False,Cash,37086,5600000,Large,low,medium
Greater Cairo,Vida Residence - Kayan,Apartment,True,Real Estate Marketer,170,3,2,0,False,Semi-Finished,2028,Garden,True,Installment,31176,5300000,X-Large,ground,new
Alexandria,شارع ابو قير - طريق الحرية,Apartment,False,Real Estate Marketer,108,2,2,10,True,Super Luxury,1990,Main Street,True,Cash,37037,4000000,Medium,high,old
Hurghada,منتجع فلورنزا خمسين - ايه اي تي سي,Apartment,False,Real Estate Marketer,121,2,1,1,False,Super Luxury,2025,Swimming Pool,False,Cash or Installment,48009,5809037,Large,low,new
Greater Cairo,Vida Residence - Kayan,Apartment,True,Real Estate Marketer,132,3,2,2,False,Semi-Finished,2028,Garden,False,Installment,30303,4000000,Large,low,new
Hurghada,منتجع فلورنزا خمسين - ايه اي تي سي,Apartment,False,Real Estate Marketer,120,2,1,1,False,Super Luxury,2025,Swimming Pool,False,Cash or Installment,46913,5629525,Medium,low,new
Greater Cairo,Vida Residence - Kayan,Apartment,True,Real Estate Marketer,122,3,1,2,False,Semi-Finished,2028,Garden,False,Installment,32787,4000000,Large,low,new
Hurghada,Hurghada Resorts,Apartment,False,Real Estate Marketer,109,2,1,1,False,Super Luxury,2025,Swimming Pool,False,Cash or Installment,46763,5097175,Medium,low,new
Hurghada,Hurghada Resorts,Apartment,False,Real Estate Marketer,108,2,1,4,False,Super Luxury,2025,Swimming Pool,False,Cash or Installment,48102,5194992,Medium,mid,new
Hurghada,Hurghada Resorts,Apartment,False,Real Estate Marketer,110,2,1,2,False,Super Luxury,2025,Swimming Pool,False,Cash or Installment,48449,5329432,Medium,low,new
Greater Cairo,Vida Residence - Kayan,Apartment,True,Real Estate Marketer,138,3,2,3,False,Semi-Finished,2028,Garden,False,Installment,29710,4100000,Large,low,new
Greater Cairo,كمبوند سكاي فيو - اعمار,Apartment,True,Real Estate Marketer,175,3,3,2,False,Semi-Finished,2025,Swimming Pool,True,Cash or Installment,32000,5600000,X-Large,low,new
Greater Cairo,شارع شهاب,Apartment,False,Real Estate Marketer,175,3,2,2,True,Luxury,1980,Side Street,False,Cash,25714,4500000,X-Large,low,old
Greater Cairo,حدائق المهندسين,Apartment,True,Real Estate Marketer,160,3,2,4,True,Super Luxury,2025,Garden,True,Cash,35625,5700000,Large,mid,new
Greater Cairo,Bloomfields Compound - Tatweer Misr,Apartment,True,Real Estate Marketer,125,2,3,3,False,Super Luxury,2026,Main Street,False,Installment,35744,4468000,Large,low,new
Greater Cairo,كمبوند ادريس هوم 2 - أركان,Apartment,True,Real Estate Marketer,133,3,3,4,False,Semi-Finished,2027,Plaza,True,Cash or Installment,29000,3857000,Large,mid,new
Greater Cairo,Ashgar City Compound - IGI,Apartment,True,Real Estate Marketer,132,3,3,5,False,Super Luxury,2025,Garden,True,Cash,36515,4820000,Large,mid,new
Greater Cairo,Vida Residence - Kayan,Apartment,True,Real Estate Marketer,160,3,3,2,False,Semi-Finished,2028,Lake,False,Installment,29375,4700000,Large,low,new
Greater Cairo,شارع عباس العقاد,Apartment,False,Real Estate Marketer,170,3,2,10,True,Super Luxury,2008,Corner,False,Cash,35294,6000000,X-Large,high,medium
Greater Cairo,المجاوره الثالثه,Apartment,False,Real Estate Marketer,260,3,2,2,False,Semi-Finished,2019,Main Street,False,Cash,15192,3950000,X-Large,low,new
Greater Cairo,حدائق المهندسين,Apartment,True,Real Estate Marketer,160,3,3,4,True,Extra Super Luxury,2025,Corner,False,Cash,35625,5700000,Large,mid,new
Greater Cairo,المنطقه الثانيه عشر عمارات,Apartment,False,Real Estate Marketer,78,2,1,5,False,Luxury,2025,Main Street,True,Cash,68231,5322000,Small,mid,new
Greater Cairo,المنطقة الأولى,Apartment,False,Real Estate Marketer,180,3,3,1,False,Super Luxury,2017,Main Street,False,Cash,26111,4700000,X-Large,low,new
Greater Cairo,ويست فيو ريزيدنس - اتش دي بي,Apartment,True,Real Estate Marketer,100,2,1,2,False,Extra Super Luxury,2026,Main Street,False,Installment,55000,5500000,Medium,low,new
Greater Cairo,كمبوند سكاي فيو - اعمار,Apartment,True,Real Estate Marketer,145,3,3,2,False,Semi-Finished,2025,Swimming Pool,False,Cash or Installment,27931,4050000,Large,low,new
Greater Cairo,ميدان لبنان,Duplex,False,Real Estate Marketer,220,4,2,7,True,Extra Super Luxury,1990,Main Street,False,Cash,27273,6000000,X-Large,mid,old
Greater Cairo,Bloomfields Compound - Tatweer Misr,Apartment,True,Real Estate Marketer,135,2,3,6,False,Extra Super Luxury,2026,Garden,False,Cash or Installment,38919,5253998,Large,mid,new
Greater Cairo,Vida Residence - Kayan,Apartment,True,Real Estate Marketer,160,3,3,3,False,Semi-Finished,2028,Lake,True,Installment,30000,4800000,Large,low,new
